team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,PK,SoTA,Saves,Save%,CS,PKA,PKsv,PKm,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,xG.x,xGA,FK,xG.y,npxG,npxG/Sh,G-xG,np:G-xG,PSxG,PSxG+/-,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Recov,Won,Lost,Won%
Ecuador,2021-10-27,21:00,Friendlies (M),Friendlies (M),Wed,Away,W,3,2,mx Mexico,,"39,987",Michael Estrada,4-1-4-1,Ted Unkel,Match Report,,3,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,2021-11-11,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,1,0,ve Venezuela,55,"",Alexander Domínguez,4-2-3-1,Christian Ferreyra,Match Report,,1,14,4,28.6,0.07,0.25,"",0,0,0,"",1,0,0,0,1,0,0,10,12,1,13,11,9,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,2021-11-16,21:15,WCQ,WCQ — CONMEBOL (M),Tue,Away,W,2,0,cl Chile,47,"",Alexander Domínguez,4-4-2,Fernando Rapallini,Match Report,,2,15,6,40.0,0.13,0.33,"",0,1,1,100.0,1,0,0,0,2,0,0,15,11,1,8,16,8,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,2021-12-04,20:00,Friendlies (M),Friendlies (M),Sat,Away,D,1,1,sv El Salvador,,"10,454",Michael Estrada,4-1-4-1,Randy Encarnación,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,2020-10-08,21:30,WCQ,WCQ — CONMEBOL (M),Thu,Away,L,0,1,ar Argentina,42,"",Enner Valencia,4-1-4-1,Roberto Tobar,Match Report,,0,4,0,0.0,0.00,"","",0,1,1,100.0,0,1,0,0,1,0,0,19,16,1,10,15,17,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2020-10-13,16:00,WCQ,WCQ — CONMEBOL (M),Tue,Home,W,4,2,uy Uruguay,51,"",Enner Valencia,4-4-2,Wilmar Roldán,Match Report,,4,17,7,41.2,0.24,0.57,"",0,1,1,100.0,0,2,0,0,2,0,0,13,9,2,13,14,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2020-11-12,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,W,3,2,bo Bolivia,62,"",Alexander Domínguez,4-2-3-1,Wilton Pereira Sampaio,Match Report,,3,12,6,50.0,0.17,0.33,"",1,6,4,66.7,0,0,0,0,2,0,0,10,11,2,18,12,5,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2020-11-17,16:00,WCQ,WCQ — CONMEBOL (M),Tue,Home,W,6,1,co Colombia,53,"",Alexander Domínguez,4-2-3-1,Jesús Valenzuela,Match Report,,6,15,10,66.7,0.40,0.60,"",0,1,1,100.0,0,1,0,0,5,1,1,17,16,2,18,10,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-06-04,21:30,WCQ,WCQ — CONMEBOL (M),Fri,Away,L,0,2,br Brazil,34,"",Enner Valencia,4-4-2,Alexis Herrera,Match Report,,0,3,0,0.0,0.00,"","",0,4,4,75.0,0,1,1,0,4,0,0,16,12,1,10,15,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-06-08,16:00,WCQ,WCQ — CONMEBOL (M),Tue,Home,L,1,2,pe Peru,70,"",Alexander Domínguez,4-4-1-1,Esteban Ostojich,Match Report,,1,15,5,33.3,0.07,0.20,"",0,3,1,33.3,0,0,0,0,2,0,0,10,16,0,35,5,10,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-09-02,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,2,0,py Paraguay,64,"",Enner Valencia,3-4-3,Andrés Matonte,Match Report,,2,12,2,16.7,0.17,1.00,"",0,1,1,100.0,1,0,0,0,3,0,0,14,6,5,14,12,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-09-05,16:00,WCQ,WCQ — CONMEBOL (M),Sun,Home,D,0,0,cl Chile,54,"",Enner Valencia,4-3-3,Facundo Tello,Match Report,,0,11,4,36.4,0.00,0.00,"",0,3,3,100.0,2,0,0,0,1,1,0,17,18,3,31,12,2,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-09-09,19:30,WCQ,WCQ — CONMEBOL (M),Thu,Away,L,0,1,uy Uruguay,46,"",Carlos Gruezo,5-3-2,Anderson Daronco,Match Report,,0,7,2,28.6,0.00,0.00,"",0,1,0,0.0,0,0,0,0,1,0,0,16,11,0,12,10,19,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-10-07,19:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,3,0,bo Bolivia,68,"",Enner Valencia,4-2-3-1,Wilmar Roldán,Match Report,,3,17,6,35.3,0.18,0.50,"",0,3,3,100.0,1,0,0,0,0,0,0,9,6,0,22,8,14,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-10-10,16:30,WCQ,WCQ — CONMEBOL (M),Sun,Away,L,1,2,ve Venezuela,58,"",Enner Valencia,3-4-3,Andrés Cunha,Match Report,,1,12,3,25.0,0.00,0.00,"",1,3,1,33.3,0,0,0,0,2,0,0,8,17,2,17,8,13,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-10-14,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,D,0,0,co Colombia,38,"",Enner Valencia,4-4-2,Diego Haro,Match Report,,0,7,5,71.4,0.00,0.00,"",0,5,4,100.0,1,0,0,0,2,0,0,12,8,3,9,10,7,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-11-11,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,1,0,ve Venezuela,55,"",Alexander Domínguez,4-2-3-1,Christian Ferreyra,Match Report,,1,14,4,28.6,0.07,0.25,"",0,0,0,"",1,0,0,0,1,0,0,10,12,1,13,11,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2021-11-16,21:15,WCQ,WCQ — CONMEBOL (M),Tue,Away,W,2,0,cl Chile,47,"",Alexander Domínguez,4-4-2,Fernando Rapallini,Match Report,,2,15,6,40.0,0.13,0.33,"",0,1,1,100.0,1,0,0,0,2,0,0,15,11,1,8,16,8,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-01-27,16:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,D,1,1,br Brazil,46,"",Enner Valencia,4-3-3,Wilmar Roldán,Match Report,,1,10,1,10.0,0.10,1.00,"",0,5,4,80.0,0,0,0,0,2,1,0,20,11,2,26,7,15,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-02-01,21:00,WCQ,WCQ — CONMEBOL (M),Tue,Away,D,1,1,pe Peru,37,"",Carlos Gruezo,4-4-1-1,Wilton Sampaio,Match Report,,1,10,3,30.0,0.10,0.33,"",0,5,4,80.0,0,0,0,0,3,0,0,18,16,1,16,9,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-03-24,20:30,WCQ,WCQ — CONMEBOL (M),Thu,Away,L,1,3,py Paraguay,57,"",Enner Valencia,4-2-3-1,Jesús Valenzuela,Match Report,,1,13,4,30.8,0.00,0.00,"",1,3,0,0.0,0,0,0,0,2,0,0,14,20,2,26,16,7,"","",1,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-03-29,18:30,WCQ,WCQ — CONMEBOL (M),Tue,Home,D,1,1,ar Argentina,47,"",Carlos Gruezo,4-3-3,Raphael Claus,Match Report,,1,10,3,30.0,0.10,0.33,"",0,2,1,50.0,0,0,0,0,5,0,0,21,6,1,24,7,7,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-06-02,20:30,Friendlies (M),Friendlies (M),Thu,Neutral,W,1,0,ng Nigeria,,"25,219",Enner Valencia,4-1-4-1,Ricardo Montero,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-06-05,18:30,Friendlies (M),Friendlies (M),Sun,Neutral,D,0,0,mx Mexico,,"61,104",Alexander Domínguez,4-1-4-1,Oliver Vergara,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-06-11,20:00,Friendlies (M),Friendlies (M),Sat,Neutral,W,1,0,cv Cape Verde,,"",Alexander Domínguez,4-2-3-1,Moeth Gaymes,Match Report,,1,"","","","","","",1,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-09-23,20:00,Friendlies (M),Friendlies (M),Fri,Neutral,D,0,0,sa Saudi Arabia,,"",Enner Valencia,4-3-2-1,Ivan Bebek,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-09-27,13:55,Friendlies (M),Friendlies (M),Tue,Neutral,D,0,0,jp Japan,,"4,321",Ángel Mena,4-2-3-1,Sascha Stegemann,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-11-12,"",Friendlies (M),Friendlies (M),Sat,Neutral,"",,,iq Iraq,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-11-20,19:00,World Cup,Group stage,Sun,Neutral,"",,,qa Qatar,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-11-25,19:00,World Cup,Group stage,Fri,Neutral,"",,,nl Netherlands,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-11-29,18:00,World Cup,Group stage,Tue,Neutral,"",,,sn Senegal,,"","","","",Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010-09-03,20:45,Euro Qualifying,Group stage,Fri,Away,W,5,0,sm San Marino,,"4,127",Mark van Bommel,,Lee Evans,Match Report,,5,"","","","","","",1,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010-09-07,20:30,Euro Qualifying,Group stage,Tue,Home,W,2,1,fi Finland,,"25,000",Mark van Bommel,,Alexey Nikolaev,Match Report,,2,"","","","","","",1,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010-10-08,21:30,Euro Qualifying,Group stage,Fri,Away,W,1,0,md Moldova,,"10,500",Mark van Bommel,,Florian Meyer,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2010-10-12,20:30,Euro Qualifying,Group stage,Tue,Home,W,4,1,se Sweden,,"46,000",Mark van Bommel,,Stéphane Lannoy,Match Report,,4,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-03-25,20:30,Euro Qualifying,Group stage,Fri,Away,W,4,0,hu Hungary,,"23,817",Rafael van der Vaart,,Carlos Velasco,Match Report,,4,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-03-29,20:30,Euro Qualifying,Group stage,Tue,Home,W,5,3,hu Hungary,,"51,774",Rafael van der Vaart,,Svein Oddvar Moen,Match Report,,5,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-09-02,20:30,Euro Qualifying,Group stage,Fri,Home,W,11,0,sm San Marino,,"35,000",Mark van Bommel,,Liran Liany,Match Report,,11,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-09-06,20:00,Euro Qualifying,Group stage,Tue,Away,W,2,0,fi Finland,,"21,580",Mark van Bommel,,Manuel Gräfe,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-10-07,20:30,Euro Qualifying,Group stage,Fri,Home,W,1,0,md Moldova,,"47,226",Mark van Bommel,,Matej Jug,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2011-10-11,20:15,Euro Qualifying,Group stage,Tue,Away,L,2,3,se Sweden,,"33,066",Mark van Bommel,,Cüneyt Çakιr,Match Report,,2,"","","","","","",0,"","","",0,1,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-06-09,19:00,UEFA Euro,Group stage,Sat,Home,L,0,1,dk Denmark,,"35,923",Mark van Bommel,,Damir Skomina,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-06-13,21:45,UEFA Euro,Group stage,Wed,Home,L,1,2,de Germany,,"37,750",Mark van Bommel,,Jonas Eriksson,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-06-17,21:45,UEFA Euro,Group stage,Sun,Away,L,1,2,pt Portugal,,"37,445",Rafael van der Vaart,,Nicola Rizzoli,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-09-07,20:30,WCQ,First round,Fri,Home,W,2,0,tr Turkey,,"49,500",Wesley Sneijder,,Carlos Velasco,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-09-11,20:30,WCQ,First round,Tue,Away,W,4,1,hu Hungary,,"22,000",Wesley Sneijder,,Pedro Proença,Match Report,,4,"","","","","","",0,"","","",0,1,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-10-12,20:30,WCQ,First round,Fri,Home,W,3,0,ad Andorra,,"43,000",Kevin Strootman,,Aliaksei Kulbakou,Match Report,,3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-10-16,21:00,WCQ,First round,Tue,Away,W,4,1,ro Romania,,"53,329",Kevin Strootman,,Craig Thomson,Match Report,,4,"","","","","","",1,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-09-07,20:30,WCQ,First round,Fri,Home,W,2,0,tr Turkey,,"49,500",Wesley Sneijder,"",Carlos Velasco,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-09-11,20:30,WCQ,First round,Tue,Away,W,4,1,hu Hungary,,"22,000",Wesley Sneijder,"",Pedro Proença,Match Report,"",4,"","","","","","",0,"","","",0,1,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-10-12,20:30,WCQ,First round,Fri,Home,W,3,0,ad Andorra,,"43,000",Kevin Strootman,"",Aliaksei Kulbakou,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2012-10-16,21:00,WCQ,First round,Tue,Away,W,4,1,ro Romania,,"53,329",Kevin Strootman,"",Craig Thomson,Match Report,"",4,"","","","","","",1,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-03-22,20:30,WCQ,First round,Fri,Home,W,3,0,ee Estonia,,"48,675",Wesley Sneijder,"",Vitaly Meshkov,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-03-26,20:30,WCQ,First round,Tue,Home,W,4,0,ro Romania,,"47,496",Kevin Strootman,"",Mark Clattenburg,Match Report,"",4,"","","","","","",1,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-09-06,21:30,WCQ,First round,Fri,Away,D,2,2,ee Estonia,,"10,210",Robin van Persie,"",Serhii Boiko,Match Report,"",2,"","","","","","",1,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-09-10,20:30,WCQ,First round,Tue,Away,W,2,0,ad Andorra,,"1,100",Robin van Persie,"",Ante Vučemilović,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-10-11,20:30,WCQ,First round,Fri,Home,W,8,1,hu Hungary,,"52,027",Robin van Persie,"",Martin Atkinson,Match Report,"",7,"","","","","","",0,"","","",0,1,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2013-10-15,21:00,WCQ,First round,Tue,Away,W,2,0,tr Turkey,,"41,814",Robin van Persie,"",Olegário Benquerença,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-03-05,21:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,2,fr France,,"78,292",Robin van Persie,4-2-3-1,Martin Atkinson,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-05-17,20:30,Friendlies (M),Friendlies (M),Sat,Home,D,1,1,ec Ecuador,,"50,000","","",Pavel Královec,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-05-31,20:30,Friendlies (M),Friendlies (M),Sat,Home,W,1,0,gh Ghana,,"","","","",Match Report,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-06-04,20:30,Friendlies (M),Friendlies (M),Wed,Home,W,2,0,wls Wales,,"","","","",Match Report,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-06-13,16:00,FIFA World Cup,Group stage,Fri,Neutral,W,5,1,es Spain,43,"48,173","","",Nicola Rizzoli,Match Report,"",5,"","","","","","",0,6,"",100.0,0,1,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-06-18,13:00,FIFA World Cup,Group stage,Wed,Neutral,W,3,2,au Australia,52,"42,877","","",Djamel Haïmoudi,Match Report,"",3,"","","","","","",0,8,"",87.5,0,1,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-06-23,13:00,FIFA World Cup,Group stage,Mon,Neutral,W,2,0,cl Chile,36,"62,996","","",Bakary Papa Gassama,Match Report,"",2,"","","","","","",0,1,"",100.0,1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-06-29,13:00,FIFA World Cup,Round of 16,Sun,Neutral,W,2,1,mx Mexico,55,"58,817","","",Pedro Proença,Match Report,"",2,"","","","","","",1,7,"",85.7,0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-07-05,17:00,FIFA World Cup,Quarter-finals,Sat,Neutral,D,0 (4),0 (3),cr Costa Rica,64,"51,179","","",Ravshan Irmatov,Match Report,Netherlands won on penalty kicks following extra time,0,"","","","","","",0,3,"",100.0,2,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-07-09,17:00,FIFA World Cup,Semi-finals,Wed,Neutral,D,0 (2),0 (4),ar Argentina,53,"63,267","","",Cüneyt Çakιr,Match Report,Argentina won on penalty kicks following extra time,0,"","","","","","",0,5,"",100.0,1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-07-12,17:00,FIFA World Cup,Third-place match,Sat,Neutral,W,3,0,br Brazil,42,"68,034","","",Djamel Haïmoudi,Match Report,"",3,"","","","","","",1,5,"",100.0,2,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-09-04,20:45,Friendlies (M),Friendlies (M),Thu,Away,L,0,2,it Italy,,"50,000",Robin van Persie,4-1-4-1,Sergey Karasev,Match Report,"",0,"","","","","","",0,"","","",0,1,0,0,0,1,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-09-09,20:45,Euro Qualifying,Group stage,Tue,Away,L,1,2,cz Czech Republic,66,"17,946",Robin van Persie,5-3-2,Gianluca Rocchi,Match Report,"",1,8,3,37.5,0.13,0.33,"",0,4,2,50.0,0,0,0,0,1,0,0,14,11,5,24,15,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-10-10,20:45,Euro Qualifying,Group stage,Fri,Home,W,3,1,kz Kazakhstan,77,"45,000",Robin van Persie,4-3-3,Matej Jug,Match Report,"",3,30,9,30.0,0.07,0.22,"",1,2,1,50.0,0,0,0,0,0,0,0,2,15,3,47,8,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-10-13,18:45,Euro Qualifying,Group stage,Mon,Away,L,0,2,is Iceland,69,"9,760",Robin van Persie,4-3-3,Carlos Velasco,Match Report,"",0,10,2,20.0,0.00,0.00,"",0,2,1,50.0,0,1,0,0,1,0,0,10,15,3,29,9,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-11-12,20:30,Friendlies (M),Friendlies (M),Wed,Home,L,2,3,mx Mexico,,"40,500","",4-1-4-1,Szymon Marciniak,Match Report,"",2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2014-11-16,18:00,Euro Qualifying,Group stage,Sun,Home,W,6,0,lv Latvia,71,"50,000",Robin van Persie,4-3-3,Liran Liany,Match Report,"",6,27,13,48.1,0.22,0.46,"",0,2,2,100.0,1,0,0,0,1,0,0,11,9,2,41,13,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-03-28,20:45,Euro Qualifying,Group stage,Sat,Home,D,1,1,tr Turkey,66,"50,000",Wesley Sneijder,4-3-3,Felix Brych,Match Report,"",1,19,8,42.1,0.05,0.13,"",0,2,1,50.0,0,0,0,0,1,0,0,25,10,3,33,10,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-03-31,20:45,Friendlies (M),Friendlies (M),Tue,Home,W,2,0,es Spain,,"51,500",Wesley Sneijder,4-1-4-1,William Collum,Match Report,"",2,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-06-05,20:30,Friendlies (M),Friendlies (M),Fri,Home,L,3,4,us United States,,"46,000",Robin van Persie,"",Martin Strömbergsson,Match Report,"",3,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-06-12,21:45,Euro Qualifying,Group stage,Fri,Away,W,2,0,lv Latvia,64,"9,500",Robin van Persie,4-3-3,Svein Oddvar Moen,Match Report,"",2,32,10,31.3,0.06,0.20,"",0,0,0,"",1,0,0,0,1,0,0,11,10,1,16,16,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-09-03,20:45,Euro Qualifying,Group stage,Thu,Home,L,0,1,is Iceland,66,"47,000",Arjen Robben,4-2-3-1,Milorad Mažić,Match Report,"",0,17,9,52.9,0.00,0.00,"",0,2,2,100.0,0,1,0,0,2,1,0,8,7,1,24,16,11,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2015-09-06,19:00,Euro Qualifying,Group stage,Sun,Away,L,0,3,tr Turkey,68,"41,007",Robin van Persie,4-3-2-1,Antonio Matéu Lahoz,Match Report,"",0,13,4,30.8,0.00,0.00,"",0,4,1,25.0,0,0,0,0,2,0,0,9,11,5,27,14,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
